0.000000000000000000e+00	2.329644838675686280e+00	2.192790392028576285e-01	4.642625157250585062e+02	5.849069515265748578e+02	4.381803501820614315e+02	2.374981387320909931e+01	1.318820021678312493e+01	6.741356787939463402e+01	4.742625157250585062e+02	5.949069515265748578e+02	1.000043818035018258e+07	1.237498138732090922e+02	1.131882002167831303e+02	5.674135678793945772e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	9.435207035728257615e+05	9.435207035728257615e+05	9.435207035728257615e+05	5.731422866016822809e+03	5.731422866016822809e+03	5.731422866016822809e+03	9.997321782934276868e+00	9.997321782934276868e+00	9.997321782934276868e+00	8.218994663468148776e-01	8.218994663468148776e-01	8.218994663468148776e-01
1.000000000000000000e+00	4.993029255121588683e+00	4.250434715334231450e-01	1.068141346990304044e+02	9.808904106871231079e+02	9.784846890122405512e+02	3.257511513180861584e+01	8.808478259781266217e+01	4.936563099728408588e+01	1.168141346990304044e+02	9.908904106871231079e+02	1.000097848468901217e+07	1.325751151318086158e+02	1.880847825978126480e+02	5.493656309972841427e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	2.233164088788538065e+05	2.233164088788538065e+05	2.233164088788538065e+05	3.280093611903341298e+03	3.280093611903341298e+03	3.280093611903341298e+03	9.736390987793981822e+00	9.736390987793981822e+00	9.736390987793981822e+00	5.764362964284758251e-01	5.764362964284758251e-01	5.764362964284758251e-01
2.000000000000000000e+00	6.596304276172826775e+00	1.803485546622154878e+00	9.945296326811129575e+02	5.090229736945291279e+02	8.636261986015264256e+02	6.950100926016150993e+01	7.048239741016837456e+01	3.956623579136535795e+01	1.004529632681112957e+03	5.190229736945291279e+02	1.000086362619860098e+07	1.695010092601615099e+02	1.704823974101683746e+02	5.395662357913653295e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	4.579033748572644545e+05	4.579033748572644545e+05	4.579033748572644545e+05	2.529566544379671996e+03	2.529566544379671996e+03	2.529566544379671996e+03	9.633239413244847782e+00	9.633239413244847782e+00	9.633239413244847782e+00	1.734341011475393768e-01	1.734341011475393768e-01	1.734341011475393768e-01
5.000000000000000000e+00	6.510458954099235918e+00	5.412535424004038198e+00	7.451572783002358165e+02	1.608547511224291497e+02	4.093485397234127845e+02	1.727994533092054752e+01	3.363745869630116658e+01	8.358976980669623913e+01	7.551572783002358165e+02	1.708547511224291497e+02	1.000040934853972308e+07	1.172799453309205546e+02	1.336374586963011666e+02	5.835897698066962676e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	6.463385697725107893e+05	6.463385697725107893e+05	6.463385697725107893e+05	1.902734494458391509e+03	1.902734494458391509e+03	1.902734494458391509e+03	9.675707232943763003e+00	9.675707232943763003e+00	9.675707232943763003e+00	1.920683911836097713e-01	1.920683911836097713e-01	1.920683911836097713e-01
6.000000000000000000e+00	1.253151391903427336e-01	5.133030645245423962e+00	7.231824497920512158e+02	5.475903362944309265e+02	5.150065045534802266e+02	2.867002088725990916e+01	9.076192613946484755e+01	9.473100106231171935e+01	7.331824497920512158e+02	5.575903362944309265e+02	1.000051500650455430e+07	1.286700208872599092e+02	1.907619261394648333e+02	5.947310010623117478e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	6.538999582389623392e+05	6.538999582389623392e+05	6.538999582389623392e+05	7.134211432031554068e+03	7.134211432031554068e+03	7.134211432031554068e+03	9.630020344729830484e+00	9.630020344729830484e+00	9.630020344729830484e+00	2.520758785410596170e-01	2.520758785410596170e-01	2.520758785410596170e-01
7.000000000000000000e+00	9.844779003902097259e+00	1.365505107429838771e+00	2.275884007639150752e+02	8.967741412455460477e+02	6.754766685080685420e+02	3.784576378752922921e+01	8.378687347059160118e+01	1.328687993914828169e+01	2.375884007639150752e+02	9.067741412455460477e+02	1.000067547666850872e+07	1.378457637875292221e+02	1.837868734705916154e+02	5.132868799391483208e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	5.546561320356723154e+05	5.546561320356723154e+05	5.546561320356723154e+05	2.455243269503789179e+03	2.455243269503789179e+03	2.455243269503789179e+03	9.787199996133740143e+00	9.787199996133740143e+00	9.787199996133740143e+00	7.525679908741268465e-01	7.525679908741268465e-01	7.525679908741268465e-01
8.000000000000000000e+00	6.088441428898698771e-01	9.794331679388674772e+00	6.363251168173093220e+02	8.644025299350073510e+02	1.493084585647280846e+02	9.686673873686086722e+01	6.987135065170625126e+01	8.170067221989040718e+01	6.463251168173093220e+02	8.744025299350073510e+02	1.000014930845856480e+07	1.968667387368608672e+02	1.698713506517062513e+02	5.817006722198904072e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	8.590401836846703663e+05	8.590401836846703663e+05	8.590401836846703663e+05	6.685002668396689842e+03	6.685002668396689842e+03	6.685002668396689842e+03	9.893111808546683150e+00	9.893111808546683150e+00	9.893111808546683150e+00	2.889898843444048682e-01	2.889898843444048682e-01	2.889898843444048682e-01
9.000000000000000000e+00	4.656190211226825859e+00	2.436778390819358542e-01	5.212169734935563383e+02	3.458161179122323574e+02	6.269207686117334788e+02	6.759663968160000991e+01	5.617781848069390804e+01	4.554851350259981757e+01	5.312169734935563383e+02	3.558161179122323574e+02	1.000062692076861113e+07	1.675966396816000099e+02	1.561778184806939009e+02	5.455485135025998034e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	3.088567549345433945e+05	3.088567549345433945e+05	3.088567549345433945e+05	8.515488867973681408e+03	8.515488867973681408e+03	8.515488867973681408e+03	9.638578623132854517e+00	9.638578623132854517e+00	9.638578623132854517e+00	4.829735302123197016e-01	4.829735302123197016e-01	4.829735302123197016e-01
1.000000000000000000e+01	9.262483390759088664e-01	8.990821679581284087e+00	3.402561478447191803e+02	2.836198780427632755e+02	6.141063260490628863e+02	1.094054741952339427e+01	5.017818594332720750e+01	6.950299739341548388e+01	3.502561478447191803e+02	2.936198780427632755e+02	1.000061410632604919e+07	1.109405474195233978e+02	1.501781859433272075e+02	5.695029973934155123e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	2.651882510016364977e+05	2.651882510016364977e+05	2.651882510016364977e+05	5.046042886079689197e+03	5.046042886079689197e+03	5.046042886079689197e+03	9.805832195414886598e+00	9.805832195414886598e+00	9.805832195414886598e+00	9.299052655939470391e-01	9.299052655939470391e-01	9.299052655939470391e-01
1.100000000000000000e+01	3.798394145002021549e+00	6.441651987368397947e+00	2.264339512153276530e+02	9.989658936978370321e+02	5.837588285403759301e+02	1.612860961121727499e+01	1.871315358897028602e+01	5.976273471950384675e+01	2.364339512153276530e+02	1.008965893697837032e+03	1.000058375882854126e+07	1.161286096112172714e+02	1.187131535889702860e+02	5.597627347195038965e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	5.055827745896130800e+05	5.055827745896130800e+05	5.055827745896130800e+05	7.271126672879668149e+03	7.271126672879668149e+03	7.271126672879668149e+03	9.100847664695470129e+00	9.100847664695470129e+00	9.100847664695470129e+00	9.761061875625829387e-01	9.761061875625829387e-01	9.761061875625829387e-01
